product_id,category,price,rating,review_count,brand,features
PROD_000000,Home,238.2764729774308,2.403613302247137,1518,BrandB,"[0.929164297768314, 0.9985759859982448, 0.5918298044735752, 0.43788803647299446, 0.4173317745015718, 0.17779469409250936, 0.127169059046763, 0.8418668016634554, 0.2906686032239325, 0.19366505463812134]"
PROD_000001,Electronics,335.96363646289586,4.727209237662327,1030,BrandD,"[0.8339061433009536, 0.7626501848990049, 0.002621262987396178, 0.9169196713121088, 0.6978613972107452, 0.5838068758061232, 0.8098354830416382, 0.4982671578012784, 0.3045844743708147, 0.11840968003576746]"
PROD_000002,Sports,198.20525294948908,1.0457375630275632,7233,BrandB,"[0.8480032088277799, 0.4442381425824473, 0.496785321564143, 0.5055198646201352, 0.05354436105557514, 0.7793696616415732, 0.37554378072351435, 0.8636675747287025, 0.8311623027316134, 0.9320782704951242]"
PROD_000003,Clothing,94.96638085202598,1.0753575136835347,7682,BrandD,"[0.7233688000400749, 0.6184211098038996, 0.6014948340701468, 0.5133467730816826, 0.8015670472310203, 0.5408732278554367, 0.9467346437314739, 0.06718340127125466, 0.6043185838703232, 0.7120386049835574]"
PROD_000004,Home,984.605020454766,2.867260904544259,6383,BrandA,"[0.16303326407835894, 0.48140018848227895, 0.9295784040248377, 0.14347786381883187, 0.04209460237934515, 0.08590236808334462, 0.9296664119398708, 0.6146993856454092, 0.5258137001889237, 0.13717909425370423]"
PROD_000005,Electronics,238.5980072878063,2.9144376503336855,2554,BrandA,"[0.9348825921477213, 0.32455168455698324, 0.7057525868725385, 0.8537010367077286, 0.7831185379608167, 0.9083220814998101, 0.44860543008650466, 0.31069362587700367, 0.31926186737547857, 0.32790896721694573]"
PROD_000006,Sports,152.35693721356307,1.7422262652928553,1649,BrandB,"[0.04568963959695305, 0.8382276677209554, 0.8118551720579843, 0.8367942722999793, 0.7909328312147952, 0.9747133123604367, 0.21279648896274184, 0.9250779908042223, 0.8357085696311736, 0.8981531858764813]"
PROD_000007,Books,866.0119455041571,4.585858695764711,1807,BrandE,"[0.2613591020667789, 0.9161736034895258, 0.6006118646877024, 0.9162738718396738, 0.3983757543612848, 0.439118960686952, 0.17835346006620312, 0.014205703697670491, 0.9209198431229308, 0.4381071229369793]"
PROD_000008,Electronics,918.3649029198771,3.577870853754321,6419,BrandC,"[0.9407482533722211, 0.03024081001578749, 0.20614506674251798, 0.44187188849503956, 0.6093617491193509, 0.45913115082736833, 0.4117773130059226, 0.3305436462656912, 0.3059136594772648, 0.5563783868396839]"
PROD_000009,Clothing,440.814129396382,2.035232445589191,7395,BrandB,"[0.6772327887645909, 0.044909954088132586, 0.5507404471973428, 0.22274388508030452, 0.056223386447398216, 0.6371732563940349, 0.9525073017023801, 0.8666052023553847, 0.9339526103927283, 0.24709405152592923]"
PROD_000010,Home,960.9577415890523,3.3289548903690322,8675,BrandB,"[0.630263819784094, 0.3884581102723248, 0.26625892815363805, 0.3739783006295545, 0.2499018592777278, 0.7695528891505098, 0.8929666140742625, 0.39944963937928524, 0.88281657215936, 0.3587316453617556]"
PROD_000011,Sports,316.99923161430866,4.520563574054334,3662,BrandB,"[0.7953305794782404, 0.08405031333244217, 0.9974357886431899, 0.9704222846578094, 0.9993253830778256, 0.3891600274755127, 0.3542982594422859, 0.09941492289174036, 0.9206582636073036, 0.6399776356042559]"
PROD_000012,Clothing,543.7093300418491,1.4163506256068565,2343,BrandA,"[0.16895269788526535, 0.9359246285586551, 0.5789085539173908, 0.07011390377480375, 0.6426052315782268, 0.10185566703937499, 0.25778777930999475, 0.9712704962841913, 0.5402486066508216, 0.7740622165387913]"
PROD_000013,Electronics,56.03984845227522,4.059123959151293,4035,BrandB,"[0.4500826127910085, 0.8551367150093478, 0.5167585416959233, 0.6530620211522825, 0.7027581475313629, 0.4787376216239898, 0.3209638348364854, 0.4878540742106544, 0.05913635516591609, 0.7582362815339858]"
PROD_000014,Sports,537.7581970653413,4.950264416207938,9866,BrandD,"[0.6867224940224932, 0.5264785853587676, 0.47154346494125465, 0.26121239916181394, 0.6606656367423271, 0.2751736159711442, 0.9358576246617825, 0.5322436706186907, 0.22206211033078394, 0.335040288766596]"
PROD_000015,Books,964.5544894248318,4.222038716474008,307,BrandD,"[0.8059605031501265, 0.12041812185220013, 0.25264543770727566, 0.40401483099782676, 0.6704726092379589, 0.9104264161170973, 0.39610469446049046, 0.4062552644192893, 0.3647232583161909, 0.5167788260006055]"
PROD_000016,Books,815.7861904153759,3.112654713569035,6077,BrandE,"[0.14841959212171496, 0.16978699563048805, 0.8874311733281053, 0.6290349602984431, 0.9314305000021579, 0.10882830230296381, 0.4069831453265945, 0.5034408550172903, 0.5845093338488933, 0.54721668298654]"
PROD_000017,Electronics,985.8426349778103,3.5605295094908898,6028,BrandB,"[0.3858396890800869, 0.5837442797341511, 0.7399498088835114, 0.720719053753618, 0.7050605007335438, 0.6847413223061501, 0.12621796652921535, 0.18886029329501353, 0.7030003074229152, 0.7234289932600058]"
PROD_000018,Sports,716.5861799200322,1.4764931991590742,9083,BrandC,"[0.6445108745643972, 0.7016749470871059, 0.0213639206823919, 0.9788324133672204, 0.5601515355131647, 0.49639939059997173, 0.4737664704057737, 0.6884248479198471, 0.3536789976680945, 0.7760781801443828]"
PROD_000019,Clothing,618.4840566145493,3.31916495715834,4977,BrandB,"[0.3618965240909574, 0.9062846401574716, 0.9668239578098544, 0.9055085728891874, 0.7192037581565219, 0.8472937480865723, 0.42140811678176937, 0.5130820467683396, 0.1348547796348093, 0.3195361718351829]"
PROD_000020,Clothing,600.5089298659075,3.4380088255446983,9806,BrandC,"[0.1630957141558269, 0.16178981521132463, 0.9687303358557192, 0.9725551794933167, 0.5797271937995918, 0.18424859614566358, 0.40428508942918684, 0.7424325318449976, 0.2289406506171342, 0.5682260136073]"
PROD_000021,Sports,306.6806599485521,4.257815654154941,1041,BrandE,"[0.6268293208259796, 0.6845153917657292, 0.07942353496751986, 0.16245417877439494, 0.018765368444423447, 0.5455550530418924, 0.760331228760186, 0.04591658058989301, 0.8790800052862939, 0.5919873254425184]"
PROD_000022,Home,43.67686713757412,4.19982742447773,611,BrandC,"[0.7018796928582207, 0.8605262810146849, 0.5605011788420062, 0.8028053177846951, 0.7159708754555417, 0.0508679109323269, 0.239992007265872, 0.8343115726983868, 0.10790638804006947, 0.6060684858175578]"
PROD_000023,Books,772.0191327645716,2.0481791886022425,2418,BrandD,"[0.36019764936661347, 0.24543649218502206, 0.2380255760356388, 0.9763526993021123, 0.4046253456219212, 0.9126643681282268, 0.2756339236243973, 0.27436931932014463, 0.47363490394521435, 0.4360379546880794]"
PROD_000024,Books,663.1426129777378,2.0376155589382186,4550,BrandA,"[0.3191053596662776, 0.5738351523574082, 0.6375098313865167, 0.7308593429582695, 0.2013317489895966, 0.04575848100518143, 0.9166411434713857, 0.8761528193960757, 0.2396761694599383, 0.015498126828339176]"
PROD_000025,Clothing,837.9756391196435,2.447053399784911,7698,BrandE,"[0.8532011630773315, 0.14573129723750688, 0.2509447244323978, 0.4527770717920441, 0.9289815608455769, 0.6595202286193778, 0.5264181607147675, 0.8033101739139178, 0.7638307485487206, 0.833952730942124]"
